id, consumer_id, product_id, amount
25905, 1338, 617, 9
25930, 1338, 925, 0
25936, 1338, 1430, 3
25956, 1338, 289, 6
25968, 23242, 1359, 1
25981, 23242, 1661, 2
26029, 23242, 1315, 2
26044, 23242, 786, 3
26082, 23242, 597, 9
26123, 23242, 1555, 5
26155, 23242, 1359, 3
26156, 8927, 1555, 5
26171, 24405, 521, 0
26172, 24405, 1026, 8
26209, 6454, 142, 2
26230, 6454, 1398, 7
26266, 6454, 1647, 5
26302, 6454, 78, 1
26312, 21281, 291, 9
26345, 18997, 521, 9
26380, 18997, 142, 3
26401, 18997, 1516, 6
26438, 18997, 666, 6
26444, 18997, 597, 3
26464, 5431, 1398, 6
26488, 5431, 301, 0
26495, 5431, 195, 4
26533, 17112, 1026, 9
26567, 17112, 1661, 4
26594, 17112, 831, 5
26622, 4927, 428, 6
26639, 17804, 1661, 8
26674, 17804, 1516, 9
26692, 17804, 291, 1
26716, 17804, 1055, 8
26723, 17804, 498, 3
26770, 17804, 1359, 0
26787, 13240, 1636, 2
26824, 13240, 477, 7
26864, 13240, 1377, 6
26866, 13240, 635, 0
26896, 3753, 1359, 4
26897, 3753, 385, 6
26923, 3753, 258, 2
26945, 3753, 1567, 2
26958, 3753, 46, 1
26977, 3753, 1636, 0
26995, 1144, 1377, 6
27030, 1144, 195, 1
27075, 1144, 1108, 8
27085, 1144, 124, 3
27102, 1144, 46, 4
27105, 1144, 1616, 3
27119, 22461, 1426, 5
27139, 22461, 223, 0
27188, 525, 1398, 9
27226, 525, 1233, 5
27255, 525, 1262, 9
27263, 13015, 635, 2
27306, 13015, 223, 4
27350, 13015, 992, 5
27390, 24475, 1616, 4
27429, 24475, 1398, 4
27460, 6860, 1377, 8
27500, 6860, 457, 4
27513, 6860, 195, 0
27554, 6860, 1055, 3
27598, 6860, 223, 2
27642, 17753, 1661, 7
27668, 17753, 289, 9
27695, 17753, 1210, 5
27736, 17753, 1507, 7
27749, 17753, 1636, 7
27794, 6624, 710, 5
27800, 6624, 46, 1
27844, 6624, 831, 0
27860, 6624, 477, 6
27874, 6624, 556, 6
27922, 6624, 1026, 6
27930, 7295, 1426, 0
27943, 14780, 498, 7
27967, 14780, 1555, 4
27988, 14780, 477, 9
28012, 7468, 617, 2
28016, 7468, 1507, 1
28017, 7468, 1430, 6
28045, 2883, 888, 6
28051, 2883, 1507, 6
28065, 22664, 910, 4
28085, 22664, 749, 0
28100, 22664, 1147, 5
28103, 22664, 925, 9
28151, 22664, 307, 5
28158, 22664, 1398, 1
28204, 22664, 925, 2
28227, 4981, 710, 3
28266, 4981, 1555, 4
28288, 4981, 291, 6
28320, 4981, 946, 2
28359, 10543, 1507, 2
28362, 10543, 1647, 6
28395, 24261, 408, 6
28430, 24261, 124, 7
28471, 24261, 521, 7
28494, 19644, 1026, 2
28532, 19644, 124, 1
28565, 19644, 223, 5
28598, 19644, 477, 7
28607, 19644, 1621, 8
28615, 19644, 925, 6
28621, 19644, 1636, 6
28649, 4310, 291, 5
28665, 4310, 1555, 6
28701, 4310, 457, 0
28735, 24536, 1616, 6
28772, 24536, 597, 9
28772, 24536, 244, 8
28821, 24536, 1562, 0
28838, 15014, 1266, 7
28859, 15014, 635, 7
28879, 24822, 848, 1
28880, 24822, 1315, 9
28892, 24822, 1187, 4
28924, 24822, 385, 6
28938, 24822, 258, 3
28983, 24822, 1315, 7
28997, 19939, 1262, 7
29006, 19939, 457, 0
29034, 19939, 1430, 9
29072, 19939, 556, 0
29108, 19939, 1147, 1
29157, 21046, 289, 6
29165, 21046, 1426, 1
29196, 21046, 301, 2
29196, 21046, 1555, 9
29232, 21046, 1108, 3
29278, 21046, 888, 4
29327, 10383, 1430, 0
29362, 10383, 91, 5
29411, 10383, 556, 5
29453, 10383, 457, 9
29502, 10383, 925, 4
29503, 10383, 124, 1
29507, 10383, 1359, 1
29519, 9020, 1661, 7
29567, 9020, 1055, 4
29611, 9020, 1621, 4
29639, 9020, 1647, 9
29652, 9020, 1359, 2
29667, 9020, 831, 0
29667, 9020, 1359, 9
29698, 11460, 992, 3
29715, 11460, 1187, 6
29741, 11460, 1210, 4
29771, 11460, 1636, 0
29804, 11460, 1108, 9
29827, 11460, 385, 5
29852, 11460, 786, 9
29894, 10154, 666, 7
29941, 10154, 428, 4
29943, 10154, 1147, 3
29947, 10154, 1233, 8
29968, 10154, 1262, 8
29978, 4706, 428, 9
30004, 4706, 786, 0
30052, 4706, 1055, 7
30092, 4706, 91, 1
30131, 4706, 597, 9
30158, 5888, 291, 6
30201, 23009, 1647, 5
30243, 23009, 1516, 5
30285, 23009, 992, 8
30309, 23009, 635, 5
30310, 23009, 666, 4
30324, 23009, 289, 5
30367, 1157, 78, 6
30408, 1157, 1068, 6
30441, 1157, 1266, 3
30457, 1157, 1210, 3
30490, 1157, 1616, 1
30501, 1157, 1068, 1
30530, 1157, 925, 9
30556, 16931, 1398, 9
30594, 16931, 343, 5
30610, 16931, 666, 6
30613, 16931, 556, 2
30623, 16931, 1616, 3
30630, 16931, 1616, 8
30654, 2467, 1187, 1
30697, 2467, 457, 6
30716, 2467, 1661, 1
30758, 2467, 1567, 1
30783, 10861, 946, 3
30800, 10861, 217, 3
30831, 18072, 1147, 6
30841, 18072, 1398, 6
30881, 18072, 1026, 9
30926, 18072, 477, 0
30957, 18072, 1266, 5
31001, 18072, 1621, 0
31009, 1635, 1562, 1
31047, 1635, 1647, 9
31096, 1635, 786, 7
31138, 902, 1621, 7
31178, 902, 1108, 6
31222, 902, 1616, 3
31250, 20055, 457, 0
31288, 23999, 749, 3
31329, 4200, 1555, 2
31368, 4200, 343, 5
31405, 4200, 124, 2
31409, 17931, 195, 8
31458, 17931, 1233, 6
31487, 17931, 91, 7
31504, 17931, 1636, 8
31505, 17931, 910, 7
31511, 365, 888, 9
31521, 365, 1262, 8
31551, 18293, 1315, 1
31557, 18293, 1315, 5
31587, 18293, 217, 0
31623, 18293, 749, 1
31644, 18293, 408, 8
31680, 18293, 1507, 3
31721, 10981, 353, 1
31734, 10981, 1359, 5
31745, 10981, 244, 3
31747, 10981, 1315, 6
31756, 9165, 1516, 5
31801, 9165, 291, 3
31849, 9165, 1187, 2
31889, 9165, 1315, 2
31910, 9165, 78, 8
31945, 9165, 650, 2
31987, 9165, 498, 6
32020, 857, 831, 5
32050, 857, 910, 3
32071, 857, 1026, 4
32108, 857, 457, 7
32122, 13535, 258, 8
32129, 13535, 78, 8
32177, 937, 258, 8
32219, 937, 1661, 7
32248, 13853, 428, 9
32294, 13885, 1474, 8
32298, 13885, 195, 5
32345, 22321, 1055, 9
32393, 22321, 1474, 3
32426, 14613, 521, 5
32431, 9390, 1233, 4
32478, 9390, 457, 6
32482, 9390, 1562, 4
32503, 9390, 597, 9
32541, 19410, 597, 4
32548, 19410, 1262, 0
32570, 19410, 710, 1
32600, 19410, 749, 6
32602, 19410, 1661, 1
32622, 8246, 91, 9
32639, 8246, 1616, 4
32659, 8246, 1108, 4
32684, 8246, 343, 9
32716, 8246, 1068, 2
32738, 8246, 1636, 6
32773, 8246, 1398, 4
32776, 16375, 289, 9
32789, 16375, 428, 5
32804, 16375, 498, 6
32829, 16375, 289, 9
32849, 16375, 1426, 7
32893, 16375, 78, 6
32922, 16141, 408, 8
32954, 6480, 650, 8
32955, 6480, 1430, 8
32967, 7871, 1233, 2
32969, 7871, 1616, 3
33006, 229, 353, 6
33015, 229, 1233, 2
33019, 229, 1621, 4
33054, 229, 556, 6
33094, 229, 1055, 6
33117, 229, 46, 5
33166, 9210, 385, 5
33207, 9210, 1636, 6
33229, 9210, 1108, 0
33245, 9210, 1555, 6
33282, 23512, 749, 9
33321, 23512, 385, 1
33360, 23512, 1108, 8
33390, 23512, 1555, 6
33432, 23512, 888, 4
33447, 23512, 1055, 8
33489, 23512, 1621, 5
33503, 7468, 498, 9
33534, 7468, 749, 4
33582, 2724, 831, 1
33623, 4278, 343, 5
33666, 4278, 946, 0
33680, 4278, 1262, 4
33707, 4278, 1616, 7
33713, 16802, 301, 1
33759, 16802, 831, 7
33793, 16802, 1616, 6
33810, 14956, 848, 2
33834, 14956, 848, 0
33855, 14956, 353, 5
33874, 14956, 1266, 9
33918, 14956, 385, 4
33965, 14956, 1555, 8
33983, 4434, 1266, 3
33995, 4434, 91, 1
34034, 4434, 408, 4
34060, 4434, 992, 1
34072, 4434, 1555, 8
34088, 4434, 1262, 1
34115, 10225, 428, 5
34123, 10225, 385, 8
34153, 10225, 46, 2
34199, 10225, 78, 3
34199, 10225, 343, 9
34236, 7541, 749, 8
34275, 7541, 597, 8
34290, 7541, 408, 6
34300, 7541, 301, 2
34307, 7541, 1026, 2
34353, 7541, 457, 1
34379, 18874, 521, 2
34419, 18874, 1262, 4
34438, 18874, 1567, 5
34445, 18874, 650, 6
34491, 18874, 124, 3
34500, 18874, 217, 0
34519, 18874, 1507, 9
34534, 3886, 848, 1
34583, 3886, 888, 0
34586, 22788, 1315, 4
34628, 22788, 749, 4
34669, 22788, 1210, 0
34710, 22788, 195, 3
34717, 22788, 925, 5
34735, 2658, 289, 8
34763, 2658, 289, 2
34803, 2658, 1426, 5
34840, 2658, 289, 7
34840, 2658, 1516, 9
34862, 20701, 124, 6
34885, 20701, 217, 9
34922, 20701, 498, 7
34931, 20701, 223, 1
34953, 20701, 217, 8
34974, 20701, 1359, 6
35019, 20701, 635, 2
35044, 3667, 1562, 7
35069, 3667, 301, 8
35101, 3667, 666, 3
35125, 3667, 477, 1
35139, 3667, 1068, 5
35165, 10100, 1616, 7
35185, 10100, 1647, 8
35215, 10100, 343, 3
35237, 9853, 195, 5
35279, 1207, 992, 0
35297, 1207, 650, 0
35332, 1207, 556, 6
35357, 1207, 408, 6
35382, 1207, 1315, 2
35400, 1207, 888, 5
35402, 1207, 291, 5
35446, 18352, 244, 3
35464, 18352, 223, 3
35473, 18352, 1359, 3
35504, 19117, 1147, 3
35546, 15314, 635, 1
35570, 15314, 1055, 3
35595, 15314, 78, 5
35625, 15314, 46, 8
35638, 15314, 477, 1
35674, 15314, 46, 5
35718, 15314, 1636, 8
35758, 4088, 1108, 9
35776, 4088, 946, 9
35790, 4088, 258, 2
35803, 4088, 124, 5
35827, 4088, 142, 1
35872, 4088, 556, 9
35888, 4088, 46, 1
35917, 16649, 170, 8
35918, 16649, 301, 9
35959, 16649, 1315, 2
35975, 16649, 925, 6
35978, 16649, 1026, 1
36009, 16649, 635, 0
36031, 20370, 925, 7
36046, 23340, 91, 2
36079, 23340, 666, 0
36111, 23340, 1108, 6
36123, 23340, 1616, 9
36125, 15002, 301, 4
36125, 15002, 1108, 9
36167, 15002, 521, 1
36185, 15002, 1026, 3
36208, 10533, 1621, 9
36241, 10533, 710, 9
36274, 10533, 888, 3
36305, 10533, 217, 1
36344, 10533, 635, 9
36351, 21540, 910, 5
36356, 21540, 1108, 9
36397, 21540, 1187, 0
36398, 21540, 170, 8
36425, 21540, 1616, 9
36436, 21540, 635, 2
36448, 21540, 710, 1
36463, 9072, 1555, 5
36485, 9072, 291, 0
36487, 9072, 46, 7
36510, 281, 617, 3
36539, 281, 477, 2
36549, 281, 597, 1
36567, 15603, 1315, 5
36590, 15603, 223, 2
36595, 15603, 258, 7
36616, 15603, 888, 9
36651, 15603, 1562, 4
36658, 15603, 1621, 2
36660, 14919, 1555, 1
36698, 14919, 1555, 0
36731, 14919, 946, 6
36779, 14919, 831, 7
36820, 14919, 992, 4
36848, 14919, 1555, 4
36871, 7692, 635, 8
36886, 7692, 786, 9
36921, 7692, 1555, 0
36938, 7692, 217, 1
36951, 7692, 457, 1
36978, 7692, 831, 2
37013, 12047, 1426, 6
37045, 12047, 635, 4
37059, 12047, 498, 2
37070, 12047, 992, 3
37111, 12047, 710, 3
37142, 12047, 289, 3
37189, 20078, 353, 3
37208, 20078, 617, 6
37216, 13710, 477, 8
37256, 7260, 301, 3
37265, 7260, 124, 4
37278, 7260, 353, 6
37284, 7260, 1233, 2
37315, 17826, 848, 5
37326, 17826, 307, 2
37344, 17826, 457, 5
37350, 17826, 1108, 3
37382, 17826, 1647, 4
37391, 22855, 244, 5
37425, 22855, 1562, 7
37464, 22855, 1210, 0
37494, 22855, 289, 0
37540, 22855, 1507, 2
37572, 22855, 289, 1
37577, 5506, 457, 5
37626, 5506, 848, 2
37671, 5506, 1507, 4
37679, 2367, 556, 0
37723, 2367, 244, 6
37752, 2367, 217, 7
37798, 2367, 946, 9
37822, 2367, 498, 1
37871, 2367, 498, 7
37913, 16633, 1647, 9
37921, 16633, 1266, 1
37958, 16633, 1426, 4
37970, 16633, 1359, 9
38005, 16633, 223, 6
38018, 10140, 477, 7
38056, 10140, 457, 5
38098, 10140, 1233, 2
38123, 10140, 46, 1
38140, 7575, 786, 8
38158, 20668, 848, 5
38203, 20668, 1562, 8
38221, 6363, 749, 7
38225, 6363, 597, 2
38227, 20511, 46, 9
38244, 20511, 46, 0
38283, 20511, 1187, 9
38290, 20511, 1377, 8
38319, 20511, 1661, 2
38362, 20511, 289, 1
38373, 20511, 289, 8
38392, 15260, 307, 1
38437, 15260, 597, 4
38467, 15260, 1210, 4
38494, 15260, 1187, 9
38512, 15260, 1426, 2
38543, 15762, 925, 6
38579, 15762, 1068, 7
38612, 15762, 1315, 5
38654, 15762, 650, 8
38654, 14377, 1474, 8
38665, 14377, 1474, 0
38701, 14377, 1210, 4
38701, 14377, 385, 0
38719, 14377, 1233, 1
38749, 14377, 124, 2
38766, 2526, 1359, 2
38773, 2526, 1516, 2
38795, 2526, 1266, 5
38834, 2526, 385, 1
38867, 2526, 1621, 2
38884, 2526, 1108, 4
38933, 2526, 749, 0
38944, 21163, 521, 4
38962, 21163, 1616, 9
38969, 21163, 289, 5
38971, 21163, 1055, 4
38978, 21163, 992, 6
38984, 21163, 946, 6
39008, 15978, 1210, 8
39040, 15978, 142, 6
39053, 15978, 556, 0
39097, 15978, 1315, 5
39103, 15978, 1507, 7
39135, 15978, 556, 6
39164, 1156, 710, 6
39206, 1156, 710, 6
39250, 1156, 888, 0
39287, 1156, 946, 3
39302, 1156, 635, 4
39328, 20308, 1398, 4
39333, 20308, 46, 4
39364, 20308, 1315, 0
39380, 20308, 635, 7
39388, 20308, 1398, 0
39394, 12177, 258, 5
39424, 12177, 910, 1
39472, 12177, 597, 9
39495, 12177, 1233, 1
39523, 12177, 289, 1
39549, 12177, 457, 7
39586, 12177, 195, 8
39597, 17728, 457, 9
39615, 17728, 1026, 4
39629, 17728, 289, 5
39639, 7891, 301, 4
39682, 7891, 46, 0
39717, 1091, 385, 9
39725, 1091, 307, 4
39746, 1091, 1474, 1
39776, 1091, 1233, 6
39817, 1091, 925, 6
39823, 1091, 749, 5
39854, 1091, 408, 0
39885, 8310, 749, 4
39925, 8310, 946, 4
39968, 17628, 301, 6
40001, 17628, 1647, 4
40003, 17628, 385, 1
40009, 17628, 1621, 4
40010, 17628, 428, 3
40040, 17628, 635, 2
40075, 23313, 1507, 2
40104, 23313, 217, 3
40140, 23313, 385, 3
40185, 23313, 385, 9
40226, 5922, 258, 8
40266, 5922, 1210, 4
40288, 5922, 1026, 5
40290, 5922, 1315, 2
40320, 5922, 848, 3
40330, 5922, 1147, 8
40330, 5922, 1262, 4
40346, 13053, 848, 7
40374, 13053, 408, 6
40384, 13053, 1187, 6
40433, 13053, 1636, 7
40478, 13053, 408, 0
40513, 13053, 617, 1
40531, 13053, 498, 7
40534, 17372, 786, 6
40569, 17372, 848, 8
40581, 17372, 301, 6
40585, 17372, 301, 2
40632, 17372, 46, 9
40651, 17372, 1430, 9
40689, 18949, 457, 8
40714, 18949, 124, 9
40755, 19320, 1474, 3
40763, 18036, 1661, 9
40772, 4350, 457, 6
40819, 23271, 1567, 0
40830, 11040, 78, 0
40845, 11040, 170, 8
40872, 11040, 457, 3
40902, 6565, 910, 2
40904, 6565, 888, 7
40930, 18614, 650, 8
40959, 18614, 1147, 3
40970, 7980, 1398, 7
41014, 7980, 1621, 4
41044, 7980, 597, 7
41074, 7980, 1636, 3
41093, 7980, 195, 3
41114, 11994, 1233, 4
41122, 11994, 1426, 6
41148, 11994, 1266, 5
41152, 11994, 1621, 2
41169, 23952, 124, 1
41192, 13508, 1233, 5
41214, 21500, 1262, 3
41247, 21500, 710, 5
41264, 21500, 1359, 8
41293, 21500, 597, 9
41311, 18551, 786, 8
41360, 18551, 343, 3
41394, 18551, 635, 9
41434, 18551, 650, 5
41438, 4799, 1567, 6
41458, 4799, 477, 3
41484, 4799, 217, 7
41515, 4799, 556, 7
41533, 2546, 1426, 8
41536, 2546, 1647, 4
41575, 1428, 1555, 5
41622, 1428, 992, 9
41660, 1428, 556, 6
41702, 1428, 1616, 7
41708, 1428, 1377, 5
41743, 1428, 1233, 3
41771, 1428, 477, 3
41786, 22087, 1398, 3
41789, 22087, 666, 3
41795, 22087, 617, 0
41842, 22087, 1315, 5
41852, 22087, 925, 5
41894, 24653, 650, 1
41934, 24653, 666, 2
41975, 24304, 258, 0
41986, 24304, 1147, 3
41991, 24304, 289, 6
41995, 24304, 307, 8
42038, 18677, 343, 8
42045, 18677, 1430, 0
42062, 18677, 385, 8
42098, 18677, 195, 3
42108, 18677, 1616, 1
42148, 18677, 749, 6
42155, 10011, 710, 8
42170, 10011, 1567, 3
42195, 10011, 408, 9
42229, 10011, 46, 1
42272, 7463, 521, 0
42282, 7463, 457, 9
42304, 16109, 617, 6
42345, 16109, 1647, 7
42348, 16109, 848, 0
42377, 16109, 217, 3
42404, 16109, 1516, 0
42439, 16109, 1315, 6
42441, 16109, 910, 2
42479, 14012, 307, 6
42511, 14012, 307, 0
42548, 14012, 650, 9
42575, 14012, 1562, 2
42620, 14012, 457, 8
42628, 14012, 385, 8
42644, 14168, 428, 1
42668, 14168, 498, 4
42710, 14168, 1187, 1
42730, 14168, 1377, 4
42755, 14168, 617, 5
42800, 14168, 946, 4
42825, 14168, 710, 3
42859, 1916, 1315, 6
42865, 1916, 650, 1
42889, 1916, 1621, 3
42932, 1916, 1621, 1
42938, 1916, 848, 1
42965, 1916, 1147, 0
42965, 1916, 521, 9
42974, 22932, 457, 8
43021, 16691, 1068, 1
43061, 16691, 91, 7
43081, 16691, 1647, 5
43094, 13141, 408, 4
43132, 13141, 749, 9
43168, 13141, 1210, 2
43196, 13141, 925, 4
43202, 17615, 217, 4
43214, 7726, 1262, 7
43214, 7726, 1315, 3
43260, 7726, 1616, 8
43306, 7726, 1108, 6
43338, 7726, 1636, 9
43352, 7726, 1616, 5
43392, 7726, 1026, 5
43424, 16420, 1647, 2
43438, 16420, 289, 0
43444, 16420, 635, 9
43457, 16420, 1661, 4
43461, 16420, 1233, 0
43504, 16420, 258, 6
43535, 24077, 635, 7
43583, 24077, 124, 4
43583, 24077, 307, 9
43607, 24077, 1567, 4
43622, 24077, 457, 5
43657, 24077, 195, 4
43667, 24077, 1507, 5
43702, 11191, 910, 2
43749, 11191, 1266, 3
43757, 6807, 408, 6
43789, 6807, 992, 0
43809, 6807, 925, 7
43814, 6807, 291, 9
43815, 6807, 477, 1
43815, 6807, 289, 8
43849, 21081, 477, 2
43866, 21081, 91, 0
43874, 21081, 556, 7
43882, 21081, 457, 5
43916, 21081, 1616, 1
43919, 23504, 650, 7
43951, 14836, 1430, 2
43979, 14836, 710, 9
43979, 8991, 1426, 1
44023, 8991, 457, 6
44045, 8991, 786, 1
44054, 18592, 1398, 2
44066, 18592, 46, 2
44100, 18592, 1636, 6
44121, 18592, 223, 7
44123, 18592, 1562, 6
44143, 18592, 888, 8
44159, 18592, 1398, 5
44184, 11637, 457, 6
44224, 11637, 1636, 7
44227, 11637, 650, 2
44242, 11637, 46, 1
44278, 11637, 1108, 4
44283, 11637, 1147, 5
44298, 1804, 992, 9
44298, 1804, 124, 6
44320, 1804, 1567, 3
44340, 1804, 301, 3
44342, 1804, 343, 7
44351, 20702, 408, 3
44376, 20702, 1068, 8
44425, 20702, 291, 9
44460, 20702, 78, 6
44496, 20702, 217, 9
44530, 20702, 635, 3
44548, 20702, 498, 6
44580, 5986, 1647, 9
44586, 5986, 1108, 1
44606, 17976, 1616, 9
44626, 17487, 217, 5
44629, 17487, 1359, 7
44651, 17487, 1426, 3
44680, 17487, 946, 7
44696, 17487, 1266, 3
44709, 17487, 992, 2
44743, 17487, 301, 9
44779, 16466, 1555, 1
44808, 16466, 170, 2
44843, 16466, 1567, 1
44891, 16466, 710, 6
44907, 16466, 1187, 1
44921, 16466, 289, 5
44963, 16466, 428, 7
44968, 11949, 258, 7
44977, 11949, 1055, 9
44995, 11949, 710, 3
45021, 11949, 749, 6
45031, 12840, 910, 0
45034, 12840, 617, 6
45061, 12840, 91, 2
45100, 12840, 289, 1
45125, 4021, 1621, 5
45135, 4021, 635, 6
45137, 10736, 124, 8
45158, 17299, 1430, 6
45167, 17299, 1661, 1
45180, 17299, 888, 6
45206, 17299, 617, 7
45233, 17299, 307, 7
45239, 17299, 142, 6
45285, 17299, 1616, 0
45306, 9646, 1474, 7
45330, 9646, 1616, 8
45350, 3171, 477, 8
45380, 3171, 910, 9
45403, 3171, 556, 9
45404, 3171, 124, 8
45419, 3171, 650, 2
45424, 10683, 1233, 3
45452, 10683, 1555, 6
45479, 10683, 428, 4
45515, 10683, 597, 6
45557, 10683, 1108, 5
45583, 10683, 1555, 9
45585, 10683, 1210, 6
45593, 12611, 428, 8
45632, 12611, 1616, 8
45637, 12611, 1661, 7
45648, 8657, 385, 8
45662, 24034, 195, 2
45667, 24034, 1647, 1
45670, 20556, 142, 1
45670, 20556, 1359, 4
45711, 20556, 289, 3
45751, 20556, 428, 5
45772, 20556, 301, 7
45790, 3919, 597, 5
45795, 23199, 1555, 1
45840, 23199, 1516, 2
45847, 23199, 786, 1
45858, 23199, 666, 6
45862, 23199, 1266, 5
45876, 23199, 888, 3
45909, 23199, 1555, 0
45928, 5716, 498, 3
45957, 5716, 831, 9
45995, 5716, 408, 2
46036, 5716, 1359, 1
46075, 8887, 78, 7
46086, 8887, 353, 2
46094, 8887, 1147, 3
46120, 8887, 1026, 4
46141, 8887, 1055, 0
46185, 8887, 597, 6
46197, 8887, 1661, 3
46234, 174, 1026, 9
46234, 174, 223, 0
46283, 174, 1187, 4
46287, 7866, 1562, 5
46298, 7866, 992, 2
46306, 7866, 1555, 6
46355, 7866, 124, 8
46370, 7866, 78, 8
46399, 7866, 1233, 3
46413, 7866, 888, 4
46445, 15881, 1068, 0
46468, 15881, 457, 3
46498, 15881, 223, 1
46522, 15881, 1359, 8
46570, 15881, 1567, 1
46602, 24258, 925, 4
46606, 24258, 217, 7
46610, 17, 617, 8
46620, 17, 1616, 9
46646, 17, 353, 0
46679, 17, 1567, 9
46720, 17, 1026, 1
46762, 12103, 498, 3
46780, 12103, 457, 7
46802, 9101, 992, 9
46839, 9101, 1315, 8
46860, 9101, 217, 8
46890, 9101, 617, 9
46930, 9101, 1359, 5
46962, 9101, 457, 5
46988, 17267, 1147, 7
47025, 17267, 457, 2
47071, 17267, 635, 4
47112, 17267, 1187, 0
47142, 17267, 1210, 2
47142, 17267, 1474, 9
47142, 7321, 353, 0
47158, 7321, 244, 5
47161, 7321, 428, 7
47190, 7321, 1616, 0
47199, 7321, 925, 1
47228, 15725, 1315, 8
47277, 15725, 831, 6
47322, 15725, 142, 7
47329, 15725, 477, 4
47339, 15725, 888, 3
47374, 3429, 477, 9
47401, 3429, 457, 5
47445, 3429, 617, 9
47457, 3429, 1147, 6
47466, 11271, 1315, 1
47511, 11271, 343, 1
47542, 11271, 408, 9
47583, 11271, 78, 1
47627, 11271, 1233, 6
47646, 11271, 521, 8
47677, 11271, 78, 9
47699, 21990, 1398, 5
47727, 21990, 1210, 3
47756, 21990, 556, 5
47785, 21990, 556, 1
47829, 21990, 1621, 2
47866, 21990, 1359, 4
47889, 11812, 597, 8
47932, 11812, 925, 7
47933, 11812, 343, 3
47944, 11812, 1210, 1
47971, 11812, 710, 3
47998, 11812, 556, 8
48003, 19292, 1398, 2
48036, 19292, 992, 0
48040, 24062, 244, 6
48073, 24062, 307, 6
48079, 24062, 888, 4
48091, 24062, 1426, 6
48112, 6420, 428, 3
48150, 6420, 1661, 3
48173, 6420, 1377, 9
48204, 6420, 498, 9
48232, 23412, 1661, 6
48280, 23412, 223, 5
48316, 23412, 1398, 9
48318, 23412, 142, 8
48364, 9344, 195, 0
48404, 3423, 477, 7
48406, 3423, 666, 0
48415, 3423, 1108, 0
48462, 3423, 195, 2
48508, 3423, 289, 0
48526, 3423, 244, 1
48545, 3423, 91, 6
48576, 4415, 289, 0
48617, 4415, 258, 5
48632, 16339, 556, 9
48636, 16339, 1621, 5
48663, 16339, 1567, 1
48707, 16339, 1616, 9
48711, 16339, 1266, 7
48746, 16339, 910, 8
48787, 9558, 666, 1
48827, 9558, 910, 0
48831, 9558, 666, 7
48858, 9558, 1567, 6
48893, 9558, 749, 9
48927, 9558, 650, 3
48973, 3657, 353, 1
48998, 3657, 1266, 6
49016, 3657, 1430, 5
49025, 3657, 1262, 2
49060, 3657, 831, 9
49073, 3657, 888, 5
49098, 1000, 124, 6
49114, 1000, 925, 2
49150, 1000, 597, 9
49179, 1000, 1555, 1
49223, 1000, 142, 6
49248, 1000, 1026, 1
49255, 1000, 1507, 8
49273, 3306, 710, 5
49312, 3306, 1055, 8
49315, 3306, 1636, 6
49356, 3306, 498, 2
49376, 3306, 343, 3
49419, 3306, 848, 5
49466, 3306, 124, 8
49482, 16249, 1187, 1
49513, 16249, 343, 2
49525, 16249, 710, 6
49525, 16249, 1555, 9
49555, 16249, 1359, 3
49592, 16249, 1621, 5
49631, 16249, 992, 4
49666, 9472, 91, 0
49697, 9472, 289, 3
49726, 9472, 217, 5
49760, 9472, 521, 9
49783, 9472, 992, 5
49792, 9472, 1567, 6
49829, 9472, 1616, 8
49849, 6075, 1315, 5
49854, 17697, 1398, 8
49886, 17697, 1562, 0
49895, 17697, 946, 3
49940, 17697, 258, 3
49952, 13719, 556, 4
49994, 13719, 170, 8
50005, 12270, 666, 3
50018, 12270, 1516, 7
50062, 12270, 1430, 5
50079, 15406, 888, 5
50081, 15406, 353, 7
50084, 15406, 1507, 2
50106, 15406, 301, 7
50128, 22096, 650, 9
50158, 22096, 786, 2
50184, 22096, 457, 0
50228, 13340, 91, 1
50232, 13340, 457, 9
50242, 12693, 223, 9
50250, 12693, 888, 8
50271, 12693, 1567, 5
50274, 12693, 1108, 3
50286, 12693, 1377, 4
50286, 14979, 289, 3
50328, 14979, 307, 4
50337, 14979, 1567, 5
50368, 14979, 749, 3
50415, 14979, 1377, 2
50423, 14979, 1266, 9
50423, 14979, 223, 5
50468, 13914, 666, 6
50495, 13914, 1567, 6
50504, 13914, 1026, 8
50548, 13914, 1266, 3
50565, 13914, 786, 5
50606, 23836, 1377, 2
50625, 8737, 1187, 0
50628, 8737, 925, 5
50665, 8737, 1315, 7
50677, 8737, 710, 1
50679, 8737, 1233, 9
50719, 8737, 1055, 4
50738, 8737, 1108, 4
50777, 24179, 78, 5
50784, 24179, 195, 6
50792, 24179, 1108, 9
50818, 24179, 925, 8
50866, 24179, 385, 2
50897, 24179, 408, 6
50929, 7442, 258, 0
50940, 7442, 1315, 1
50943, 7442, 1562, 2
50946, 7442, 1647, 6
50969, 7442, 1555, 9
51017, 7442, 1315, 1
51056, 21398, 992, 8
51099, 21398, 831, 7
51144, 21398, 457, 0
51163, 21398, 195, 3
51171, 21398, 408, 3
51171, 21398, 289, 1
51201, 18571, 1068, 1
51248, 18571, 353, 0
51282, 18571, 749, 4
51301, 18571, 848, 5
51346, 18571, 1426, 9
51366, 3875, 1636, 8
51382, 3875, 1474, 0
51385, 3875, 848, 6
51395, 3875, 170, 8
51423, 3875, 498, 6
51454, 3875, 1426, 6
